---- EP [1/5] | BTCH [1/1615] ||| train_loss = 0.01647 ----
---- EP [2/5] | BTCH [170/1615] ||| train_loss = 0.01814 ----
---- EP [2/5] | BTCH [171/1615] ||| train_loss = 0.01267 ----
---- EP [2/5] | BTCH [172/1615] ||| train_loss = 0.01102 ----
---- EP [2/5] | BTCH [173/1615] ||| train_loss = 0.01032 ----
---- EP [2/5] | BTCH [174/1615] ||| train_loss = 0.01493 ----
---- EP [2/5] | BTCH [175/1615] ||| train_loss = 0.01759 ----
---- EP [2/5] | BTCH [176/1615] ||| train_loss = 0.00965 ----
---- EP [2/5] | BTCH [177/1615] ||| train_loss = 0.00934 ----
---- EP [2/5] | BTCH [178/1615] ||| train_loss = 0.00968 ----
---- EP [2/5] | BTCH [179/1615] ||| train_loss = 0.01034 ----
---- EP [2/5] | BTCH [180/1615] ||| train_loss = 0.00808 ----
---- EP [2/5] | BTCH [181/1615] ||| train_loss = 0.00880 ----
---- EP [2/5] | BTCH [182/1615] ||| train_loss = 0.01163 ----
---- EP [2/5] | BTCH [183/1615] ||| train_loss = 0.01252 ----
---- EP [2/5] | BTCH [184/1615] ||| train_loss = 0.01345 ----
---- EP [2/5] | BTCH [185/1615] ||| train_loss = 0.01266 ----
---- EP [2/5] | BTCH [186/1615] ||| train_loss = 0.01276 ----
---- EP [2/5] | BTCH [187/1615] ||| train_loss = 0.01857 ----
---- EP [2/5] | BTCH [188/1615] ||| train_loss = 0.01050 ----
---- EP [2/5] | BTCH [189/1615] ||| train_loss = 0.01385 ----
---- EP [2/5] | BTCH [190/1615] ||| train_loss = 0.01314 ----
---- EP [2/5] | BTCH [191/1615] ||| train_loss = 0.00896 ----
---- EP [2/5] | BTCH [192/1615] ||| train_loss = 0.01069 ----
---- EP [2/5] | BTCH [193/1615] ||| train_loss = 0.01488 ----
---- EP [2/5] | BTCH [194/1615] ||| train_loss = 0.01445 ----
---- EP [2/5] | BTCH [195/1615] ||| train_loss = 0.01361 ----
---- EP [2/5] | BTCH [196/1615] ||| train_loss = 0.01418 ----
---- EP [2/5] | BTCH [197/1615] ||| train_loss = 0.01067 ----
---- EP [2/5] | BTCH [198/1615] ||| train_loss = 0.01357 ----
---- EP [2/5] | BTCH [199/1615] ||| train_loss = 0.00702 ----
---- EP [2/5] | BTCH [200/1615] ||| train_loss = 0.00982 ----
---- EP [2/5] | BTCH [201/1615] ||| train_loss = 0.01172 ----
---- EP [2/5] | BTCH [202/1615] ||| train_loss = 0.01035 ----
---- EP [2/5] | BTCH [203/1615] ||| train_loss = 0.00932 ----
---- EP [2/5] | BTCH [204/1615] ||| train_loss = 0.01683 ----
---- EP [2/5] | BTCH [205/1615] ||| train_loss = 0.01339 ----
---- EP [2/5] | BTCH [206/1615] ||| train_loss = 0.01234 ----
---- EP [2/5] | BTCH [207/1615] ||| train_loss = 0.01497 ----
---- EP [2/5] | BTCH [208/1615] ||| train_loss = 0.00907 ----
---- EP [2/5] | BTCH [209/1615] ||| train_loss = 0.01343 ----
---- EP [2/5] | BTCH [210/1615] ||| train_loss = 0.01166 ----
---- EP [2/5] | BTCH [211/1615] ||| train_loss = 0.01017 ----
---- EP [2/5] | BTCH [212/1615] ||| train_loss = 0.01629 ----
---- EP [2/5] | BTCH [213/1615] ||| train_loss = 0.01014 ----
---- EP [2/5] | BTCH [214/1615] ||| train_loss = 0.01018 ----
---- EP [2/5] | BTCH [215/1615] ||| train_loss = 0.00815 ----
---- EP [2/5] | BTCH [216/1615] ||| train_loss = 0.01210 ----
---- EP [2/5] | BTCH [217/1615] ||| train_loss = 0.01839 ----
---- EP [2/5] | BTCH [218/1615] ||| train_loss = 0.01380 ----
---- EP [2/5] | BTCH [219/1615] ||| train_loss = 0.01133 ----
---- EP [2/5] | BTCH [220/1615] ||| train_loss = 0.01376 ----
---- EP [2/5] | BTCH [221/1615] ||| train_loss = 0.00747 ----
---- EP [2/5] | BTCH [222/1615] ||| train_loss = 0.01043 ----
---- EP [2/5] | BTCH [223/1615] ||| train_loss = 0.01109 ----
---- EP [2/5] | BTCH [224/1615] ||| train_loss = 0.01206 ----
---- EP [2/5] | BTCH [225/1615] ||| train_loss = 0.00717 ----
---- EP [2/5] | BTCH [226/1615] ||| train_loss = 0.01315 ----
---- EP [2/5] | BTCH [227/1615] ||| train_loss = 0.01090 ----
---- EP [2/5] | BTCH [228/1615] ||| train_loss = 0.01022 ----
---- EP [2/5] | BTCH [229/1615] ||| train_loss = 0.00935 ----
---- EP [2/5] | BTCH [230/1615] ||| train_loss = 0.01366 ----
---- EP [2/5] | BTCH [231/1615] ||| train_loss = 0.01024 ----
---- EP [2/5] | BTCH [232/1615] ||| train_loss = 0.01136 ----
---- EP [2/5] | BTCH [233/1615] ||| train_loss = 0.01054 ----
---- EP [2/5] | BTCH [234/1615] ||| train_loss = 0.00731 ----
---- EP [2/5] | BTCH [235/1615] ||| train_loss = 0.01005 ----
---- EP [2/5] | BTCH [236/1615] ||| train_loss = 0.00800 ----
---- EP [2/5] | BTCH [237/1615] ||| train_loss = 0.01452 ----
---- EP [2/5] | BTCH [238/1615] ||| train_loss = 0.01340 ----
---- EP [2/5] | BTCH [239/1615] ||| train_loss = 0.01484 ----
---- EP [2/5] | BTCH [240/1615] ||| train_loss = 0.01407 ----
---- EP [2/5] | BTCH [241/1615] ||| train_loss = 0.00916 ----
---- EP [2/5] | BTCH [242/1615] ||| train_loss = 0.00978 ----
---- EP [2/5] | BTCH [243/1615] ||| train_loss = 0.01408 ----
---- EP [2/5] | BTCH [244/1615] ||| train_loss = 0.00932 ----
---- EP [2/5] | BTCH [245/1615] ||| train_loss = 0.01374 ----
---- EP [2/5] | BTCH [246/1615] ||| train_loss = 0.01055 ----
---- EP [2/5] | BTCH [247/1615] ||| train_loss = 0.00982 ----
---- EP [2/5] | BTCH [248/1615] ||| train_loss = 0.01941 ----
---- EP [2/5] | BTCH [249/1615] ||| train_loss = 0.01282 ----
---- EP [2/5] | BTCH [250/1615] ||| train_loss = 0.00931 ----
---- EP [2/5] | BTCH [251/1615] ||| train_loss = 0.01372 ----
---- EP [2/5] | BTCH [252/1615] ||| train_loss = 0.00851 ----
---- EP [2/5] | BTCH [253/1615] ||| train_loss = 0.01388 ----
---- EP [2/5] | BTCH [254/1615] ||| train_loss = 0.01490 ----
---- EP [2/5] | BTCH [255/1615] ||| train_loss = 0.01422 ----
---- EP [2/5] | BTCH [256/1615] ||| train_loss = 0.01204 ----
---- EP [2/5] | BTCH [257/1615] ||| train_loss = 0.01120 ----
---- EP [2/5] | BTCH [258/1615] ||| train_loss = 0.00833 ----
---- EP [2/5] | BTCH [259/1615] ||| train_loss = 0.01115 ----
---- EP [2/5] | BTCH [260/1615] ||| train_loss = 0.01493 ----
---- EP [2/5] | BTCH [261/1615] ||| train_loss = 0.01551 ----
---- EP [2/5] | BTCH [262/1615] ||| train_loss = 0.00790 ----
---- EP [2/5] | BTCH [263/1615] ||| train_loss = 0.01211 ----
---- EP [2/5] | BTCH [264/1615] ||| train_loss = 0.00926 ----
---- EP [2/5] | BTCH [265/1615] ||| train_loss = 0.01418 ----
---- EP [2/5] | BTCH [266/1615] ||| train_loss = 0.00997 ----
---- EP [2/5] | BTCH [267/1615] ||| train_loss = 0.01053 ----
---- EP [2/5] | BTCH [268/1615] ||| train_loss = 0.01293 ----
---- EP [2/5] | BTCH [269/1615] ||| train_loss = 0.00852 ----
---- EP [2/5] | BTCH [270/1615] ||| train_loss = 0.01022 ----
---- EP [2/5] | BTCH [271/1615] ||| train_loss = 0.01392 ----
---- EP [2/5] | BTCH [272/1615] ||| train_loss = 0.01399 ----
---- EP [2/5] | BTCH [273/1615] ||| train_loss = 0.01444 ----
---- EP [2/5] | BTCH [274/1615] ||| train_loss = 0.00838 ----
---- EP [2/5] | BTCH [275/1615] ||| train_loss = 0.01185 ----
---- EP [2/5] | BTCH [276/1615] ||| train_loss = 0.01582 ----
---- EP [2/5] | BTCH [277/1615] ||| train_loss = 0.01149 ----
---- EP [2/5] | BTCH [278/1615] ||| train_loss = 0.01295 ----
---- EP [2/5] | BTCH [279/1615] ||| train_loss = 0.01682 ----
---- EP [2/5] | BTCH [280/1615] ||| train_loss = 0.01254 ----
---- EP [2/5] | BTCH [281/1615] ||| train_loss = 0.01173 ----
---- EP [2/5] | BTCH [282/1615] ||| train_loss = 0.01404 ----
---- EP [2/5] | BTCH [283/1615] ||| train_loss = 0.01521 ----
---- EP [2/5] | BTCH [284/1615] ||| train_loss = 0.01122 ----
---- EP [2/5] | BTCH [285/1615] ||| train_loss = 0.01173 ----
---- EP [2/5] | BTCH [286/1615] ||| train_loss = 0.01218 ----
---- EP [2/5] | BTCH [287/1615] ||| train_loss = 0.01082 ----
---- EP [2/5] | BTCH [288/1615] ||| train_loss = 0.01467 ----
---- EP [2/5] | BTCH [289/1615] ||| train_loss = 0.01532 ----
---- EP [2/5] | BTCH [290/1615] ||| train_loss = 0.00808 ----
---- EP [2/5] | BTCH [291/1615] ||| train_loss = 0.01352 ----
---- EP [2/5] | BTCH [292/1615] ||| train_loss = 0.01168 ----
---- EP [2/5] | BTCH [293/1615] ||| train_loss = 0.01148 ----
---- EP [2/5] | BTCH [294/1615] ||| train_loss = 0.00702 ----
---- EP [2/5] | BTCH [295/1615] ||| train_loss = 0.01232 ----
---- EP [2/5] | BTCH [296/1615] ||| train_loss = 0.01054 ----
---- EP [2/5] | BTCH [297/1615] ||| train_loss = 0.01229 ----
---- EP [2/5] | BTCH [298/1615] ||| train_loss = 0.01142 ----
---- EP [2/5] | BTCH [299/1615] ||| train_loss = 0.01412 ----
---- EP [2/5] | BTCH [300/1615] ||| train_loss = 0.01104 ----
---- EP [2/5] | BTCH [301/1615] ||| train_loss = 0.01398 ----
---- EP [2/5] | BTCH [302/1615] ||| train_loss = 0.01289 ----
---- EP [2/5] | BTCH [303/1615] ||| train_loss = 0.01086 ----
---- EP [2/5] | BTCH [304/1615] ||| train_loss = 0.00778 ----
---- EP [2/5] | BTCH [305/1615] ||| train_loss = 0.00928 ----
---- EP [2/5] | BTCH [306/1615] ||| train_loss = 0.01086 ----
---- EP [2/5] | BTCH [307/1615] ||| train_loss = 0.01132 ----
---- EP [2/5] | BTCH [308/1615] ||| train_loss = 0.01018 ----
---- EP [2/5] | BTCH [309/1615] ||| train_loss = 0.00885 ----
---- EP [2/5] | BTCH [310/1615] ||| train_loss = 0.01461 ----
---- EP [2/5] | BTCH [311/1615] ||| train_loss = 0.01027 ----
---- EP [2/5] | BTCH [312/1615] ||| train_loss = 0.01027 ----
---- EP [2/5] | BTCH [313/1615] ||| train_loss = 0.00930 ----
---- EP [2/5] | BTCH [314/1615] ||| train_loss = 0.01275 ----
---- EP [2/5] | BTCH [315/1615] ||| train_loss = 0.00833 ----
---- EP [2/5] | BTCH [316/1615] ||| train_loss = 0.00648 ----
---- EP [2/5] | BTCH [317/1615] ||| train_loss = 0.01444 ----
---- EP [2/5] | BTCH [318/1615] ||| train_loss = 0.00976 ----
---- EP [2/5] | BTCH [319/1615] ||| train_loss = 0.01101 ----
---- EP [2/5] | BTCH [320/1615] ||| train_loss = 0.01282 ----
---- EP [2/5] | BTCH [321/1615] ||| train_loss = 0.01059 ----
---- EP [2/5] | BTCH [322/1615] ||| train_loss = 0.01145 ----
VAL ||| loss = 0.012402584672288474, psnr = 31.256256103515625, ssim = 0.9130628108978271
---- EP [2/5] | BTCH [323/1615] ||| train_loss = 0.01574 ----
---- EP [2/5] | BTCH [324/1615] ||| train_loss = 0.01212 ----
---- EP [2/5] | BTCH [325/1615] ||| train_loss = 0.01121 ----
---- EP [2/5] | BTCH [326/1615] ||| train_loss = 0.01002 ----
---- EP [2/5] | BTCH [327/1615] ||| train_loss = 0.01120 ----
---- EP [2/5] | BTCH [328/1615] ||| train_loss = 0.01552 ----
---- EP [2/5] | BTCH [329/1615] ||| train_loss = 0.00883 ----
---- EP [2/5] | BTCH [330/1615] ||| train_loss = 0.01165 ----
---- EP [2/5] | BTCH [331/1615] ||| train_loss = 0.01092 ----
---- EP [2/5] | BTCH [332/1615] ||| train_loss = 0.01180 ----
---- EP [2/5] | BTCH [333/1615] ||| train_loss = 0.01076 ----
---- EP [2/5] | BTCH [334/1615] ||| train_loss = 0.01590 ----
---- EP [2/5] | BTCH [335/1615] ||| train_loss = 0.01313 ----
---- EP [2/5] | BTCH [336/1615] ||| train_loss = 0.01257 ----
---- EP [2/5] | BTCH [337/1615] ||| train_loss = 0.00802 ----
---- EP [2/5] | BTCH [338/1615] ||| train_loss = 0.00632 ----
---- EP [2/5] | BTCH [339/1615] ||| train_loss = 0.01344 ----
---- EP [2/5] | BTCH [340/1615] ||| train_loss = 0.00985 ----
---- EP [2/5] | BTCH [341/1615] ||| train_loss = 0.00944 ----
---- EP [2/5] | BTCH [342/1615] ||| train_loss = 0.00793 ----
---- EP [2/5] | BTCH [343/1615] ||| train_loss = 0.01459 ----
---- EP [2/5] | BTCH [344/1615] ||| train_loss = 0.01136 ----
---- EP [2/5] | BTCH [345/1615] ||| train_loss = 0.01115 ----
---- EP [2/5] | BTCH [346/1615] ||| train_loss = 0.00721 ----
---- EP [2/5] | BTCH [347/1615] ||| train_loss = 0.01069 ----
---- EP [2/5] | BTCH [348/1615] ||| train_loss = 0.01560 ----
---- EP [2/5] | BTCH [349/1615] ||| train_loss = 0.01056 ----
---- EP [2/5] | BTCH [350/1615] ||| train_loss = 0.01035 ----
---- EP [2/5] | BTCH [351/1615] ||| train_loss = 0.01148 ----
---- EP [2/5] | BTCH [352/1615] ||| train_loss = 0.00836 ----
---- EP [2/5] | BTCH [353/1615] ||| train_loss = 0.01665 ----
---- EP [2/5] | BTCH [354/1615] ||| train_loss = 0.00863 ----
---- EP [2/5] | BTCH [355/1615] ||| train_loss = 0.01043 ----
---- EP [2/5] | BTCH [356/1615] ||| train_loss = 0.01062 ----
---- EP [2/5] | BTCH [357/1615] ||| train_loss = 0.01159 ----
---- EP [2/5] | BTCH [358/1615] ||| train_loss = 0.01038 ----
---- EP [2/5] | BTCH [359/1615] ||| train_loss = 0.01180 ----
---- EP [2/5] | BTCH [360/1615] ||| train_loss = 0.01267 ----
---- EP [2/5] | BTCH [361/1615] ||| train_loss = 0.01826 ----
---- EP [2/5] | BTCH [362/1615] ||| train_loss = 0.01287 ----
---- EP [2/5] | BTCH [363/1615] ||| train_loss = 0.01282 ----
---- EP [2/5] | BTCH [364/1615] ||| train_loss = 0.00829 ----
---- EP [2/5] | BTCH [365/1615] ||| train_loss = 0.01802 ----
---- EP [2/5] | BTCH [366/1615] ||| train_loss = 0.00876 ----
---- EP [2/5] | BTCH [367/1615] ||| train_loss = 0.01422 ----
---- EP [2/5] | BTCH [368/1615] ||| train_loss = 0.01478 ----
---- EP [2/5] | BTCH [369/1615] ||| train_loss = 0.00741 ----
---- EP [2/5] | BTCH [370/1615] ||| train_loss = 0.01257 ----
---- EP [2/5] | BTCH [371/1615] ||| train_loss = 0.01472 ----
---- EP [2/5] | BTCH [372/1615] ||| train_loss = 0.00830 ----
---- EP [2/5] | BTCH [373/1615] ||| train_loss = 0.01122 ----
---- EP [2/5] | BTCH [374/1615] ||| train_loss = 0.01312 ----
---- EP [2/5] | BTCH [375/1615] ||| train_loss = 0.01072 ----
---- EP [2/5] | BTCH [376/1615] ||| train_loss = 0.00984 ----
---- EP [2/5] | BTCH [377/1615] ||| train_loss = 0.01253 ----
---- EP [2/5] | BTCH [378/1615] ||| train_loss = 0.00974 ----
---- EP [2/5] | BTCH [379/1615] ||| train_loss = 0.01187 ----
---- EP [2/5] | BTCH [380/1615] ||| train_loss = 0.00934 ----
---- EP [2/5] | BTCH [381/1615] ||| train_loss = 0.00995 ----
---- EP [2/5] | BTCH [382/1615] ||| train_loss = 0.01152 ----
---- EP [2/5] | BTCH [383/1615] ||| train_loss = 0.01188 ----
---- EP [2/5] | BTCH [384/1615] ||| train_loss = 0.00978 ----
---- EP [2/5] | BTCH [385/1615] ||| train_loss = 0.01065 ----
---- EP [2/5] | BTCH [386/1615] ||| train_loss = 0.01606 ----
---- EP [2/5] | BTCH [387/1615] ||| train_loss = 0.01205 ----
---- EP [2/5] | BTCH [388/1615] ||| train_loss = 0.01056 ----
---- EP [2/5] | BTCH [389/1615] ||| train_loss = 0.00968 ----
---- EP [2/5] | BTCH [390/1615] ||| train_loss = 0.01489 ----
---- EP [2/5] | BTCH [391/1615] ||| train_loss = 0.01303 ----
---- EP [2/5] | BTCH [392/1615] ||| train_loss = 0.01011 ----
---- EP [2/5] | BTCH [393/1615] ||| train_loss = 0.00974 ----
---- EP [2/5] | BTCH [394/1615] ||| train_loss = 0.01422 ----
---- EP [2/5] | BTCH [395/1615] ||| train_loss = 0.01431 ----
---- EP [2/5] | BTCH [396/1615] ||| train_loss = 0.00940 ----
---- EP [2/5] | BTCH [397/1615] ||| train_loss = 0.01339 ----
---- EP [2/5] | BTCH [398/1615] ||| train_loss = 0.01217 ----
---- EP [2/5] | BTCH [399/1615] ||| train_loss = 0.00938 ----
---- EP [2/5] | BTCH [400/1615] ||| train_loss = 0.01269 ----
---- EP [2/5] | BTCH [401/1615] ||| train_loss = 0.01280 ----
---- EP [2/5] | BTCH [402/1615] ||| train_loss = 0.01693 ----
---- EP [2/5] | BTCH [403/1615] ||| train_loss = 0.01285 ----
---- EP [2/5] | BTCH [404/1615] ||| train_loss = 0.00865 ----
---- EP [2/5] | BTCH [405/1615] ||| train_loss = 0.01150 ----
---- EP [2/5] | BTCH [406/1615] ||| train_loss = 0.01535 ----
---- EP [2/5] | BTCH [407/1615] ||| train_loss = 0.01025 ----
---- EP [2/5] | BTCH [408/1615] ||| train_loss = 0.01282 ----
---- EP [2/5] | BTCH [409/1615] ||| train_loss = 0.01220 ----
---- EP [2/5] | BTCH [410/1615] ||| train_loss = 0.01135 ----
---- EP [2/5] | BTCH [411/1615] ||| train_loss = 0.01250 ----
---- EP [2/5] | BTCH [412/1615] ||| train_loss = 0.01067 ----
---- EP [2/5] | BTCH [413/1615] ||| train_loss = 0.01232 ----
---- EP [2/5] | BTCH [414/1615] ||| train_loss = 0.01416 ----
---- EP [2/5] | BTCH [415/1615] ||| train_loss = 0.01405 ----
---- EP [2/5] | BTCH [416/1615] ||| train_loss = 0.01676 ----
---- EP [2/5] | BTCH [417/1615] ||| train_loss = 0.01415 ----
---- EP [2/5] | BTCH [418/1615] ||| train_loss = 0.01046 ----
---- EP [2/5] | BTCH [419/1615] ||| train_loss = 0.00874 ----
---- EP [2/5] | BTCH [420/1615] ||| train_loss = 0.01040 ----
---- EP [2/5] | BTCH [421/1615] ||| train_loss = 0.00995 ----
---- EP [2/5] | BTCH [422/1615] ||| train_loss = 0.00797 ----
---- EP [2/5] | BTCH [423/1615] ||| train_loss = 0.01177 ----
---- EP [2/5] | BTCH [424/1615] ||| train_loss = 0.01140 ----
---- EP [2/5] | BTCH [425/1615] ||| train_loss = 0.00904 ----
---- EP [2/5] | BTCH [426/1615] ||| train_loss = 0.00846 ----
---- EP [2/5] | BTCH [427/1615] ||| train_loss = 0.01007 ----
---- EP [2/5] | BTCH [428/1615] ||| train_loss = 0.00938 ----
---- EP [2/5] | BTCH [429/1615] ||| train_loss = 0.00857 ----
---- EP [2/5] | BTCH [430/1615] ||| train_loss = 0.01503 ----
---- EP [2/5] | BTCH [431/1615] ||| train_loss = 0.01726 ----
---- EP [2/5] | BTCH [432/1615] ||| train_loss = 0.01587 ----
---- EP [2/5] | BTCH [433/1615] ||| train_loss = 0.01311 ----
---- EP [2/5] | BTCH [434/1615] ||| train_loss = 0.01338 ----
---- EP [2/5] | BTCH [435/1615] ||| train_loss = 0.01074 ----
---- EP [2/5] | BTCH [436/1615] ||| train_loss = 0.01463 ----
---- EP [2/5] | BTCH [437/1615] ||| train_loss = 0.01383 ----
---- EP [2/5] | BTCH [438/1615] ||| train_loss = 0.00953 ----
---- EP [2/5] | BTCH [439/1615] ||| train_loss = 0.00730 ----
---- EP [2/5] | BTCH [440/1615] ||| train_loss = 0.01145 ----
---- EP [2/5] | BTCH [441/1615] ||| train_loss = 0.00857 ----
---- EP [2/5] | BTCH [442/1615] ||| train_loss = 0.01465 ----
---- EP [2/5] | BTCH [443/1615] ||| train_loss = 0.01186 ----
---- EP [2/5] | BTCH [444/1615] ||| train_loss = 0.01818 ----
---- EP [2/5] | BTCH [445/1615] ||| train_loss = 0.01025 ----
---- EP [2/5] | BTCH [446/1615] ||| train_loss = 0.01049 ----
---- EP [2/5] | BTCH [447/1615] ||| train_loss = 0.01237 ----
---- EP [2/5] | BTCH [448/1615] ||| train_loss = 0.01232 ----
---- EP [2/5] | BTCH [449/1615] ||| train_loss = 0.01283 ----
---- EP [2/5] | BTCH [450/1615] ||| train_loss = 0.00970 ----
---- EP [2/5] | BTCH [451/1615] ||| train_loss = 0.01559 ----
---- EP [2/5] | BTCH [452/1615] ||| train_loss = 0.01407 ----
---- EP [2/5] | BTCH [453/1615] ||| train_loss = 0.01557 ----
---- EP [2/5] | BTCH [454/1615] ||| train_loss = 0.01276 ----
---- EP [2/5] | BTCH [455/1615] ||| train_loss = 0.01459 ----
---- EP [2/5] | BTCH [456/1615] ||| train_loss = 0.00869 ----
---- EP [2/5] | BTCH [457/1615] ||| train_loss = 0.01328 ----
---- EP [2/5] | BTCH [458/1615] ||| train_loss = 0.00937 ----
---- EP [2/5] | BTCH [459/1615] ||| train_loss = 0.00994 ----
---- EP [2/5] | BTCH [460/1615] ||| train_loss = 0.01511 ----
---- EP [2/5] | BTCH [461/1615] ||| train_loss = 0.01355 ----
---- EP [2/5] | BTCH [462/1615] ||| train_loss = 0.01386 ----
---- EP [2/5] | BTCH [463/1615] ||| train_loss = 0.01182 ----
---- EP [2/5] | BTCH [464/1615] ||| train_loss = 0.00752 ----
---- EP [2/5] | BTCH [465/1615] ||| train_loss = 0.01246 ----
---- EP [2/5] | BTCH [466/1615] ||| train_loss = 0.01319 ----
---- EP [2/5] | BTCH [467/1615] ||| train_loss = 0.00979 ----
---- EP [2/5] | BTCH [468/1615] ||| train_loss = 0.00938 ----
---- EP [2/5] | BTCH [469/1615] ||| train_loss = 0.01176 ----
---- EP [2/5] | BTCH [470/1615] ||| train_loss = 0.01564 ----
---- EP [2/5] | BTCH [471/1615] ||| train_loss = 0.01215 ----
---- EP [2/5] | BTCH [472/1615] ||| train_loss = 0.01281 ----
---- EP [2/5] | BTCH [473/1615] ||| train_loss = 0.01063 ----
---- EP [2/5] | BTCH [474/1615] ||| train_loss = 0.01493 ----
---- EP [2/5] | BTCH [475/1615] ||| train_loss = 0.01354 ----
---- EP [2/5] | BTCH [476/1615] ||| train_loss = 0.01414 ----
---- EP [2/5] | BTCH [477/1615] ||| train_loss = 0.01587 ----
---- EP [2/5] | BTCH [478/1615] ||| train_loss = 0.01894 ----
---- EP [2/5] | BTCH [479/1615] ||| train_loss = 0.01196 ----
---- EP [2/5] | BTCH [480/1615] ||| train_loss = 0.01293 ----
---- EP [2/5] | BTCH [481/1615] ||| train_loss = 0.01233 ----
---- EP [2/5] | BTCH [482/1615] ||| train_loss = 0.00560 ----
---- EP [2/5] | BTCH [483/1615] ||| train_loss = 0.01251 ----
VAL ||| loss = 0.012533149824110287, psnr = 31.243513107299805, ssim = 0.9127663969993591
---- EP [2/5] | BTCH [484/1615] ||| train_loss = 0.01324 ----
---- EP [2/5] | BTCH [485/1615] ||| train_loss = 0.01031 ----
---- EP [2/5] | BTCH [486/1615] ||| train_loss = 0.00671 ----
---- EP [2/5] | BTCH [487/1615] ||| train_loss = 0.01382 ----
---- EP [2/5] | BTCH [488/1615] ||| train_loss = 0.00987 ----
---- EP [2/5] | BTCH [489/1615] ||| train_loss = 0.01041 ----
---- EP [2/5] | BTCH [490/1615] ||| train_loss = 0.01116 ----
---- EP [2/5] | BTCH [491/1615] ||| train_loss = 0.01236 ----
---- EP [2/5] | BTCH [492/1615] ||| train_loss = 0.00974 ----
---- EP [2/5] | BTCH [493/1615] ||| train_loss = 0.01556 ----
---- EP [2/5] | BTCH [494/1615] ||| train_loss = 0.00702 ----
---- EP [2/5] | BTCH [495/1615] ||| train_loss = 0.01250 ----
---- EP [2/5] | BTCH [496/1615] ||| train_loss = 0.01494 ----
---- EP [2/5] | BTCH [497/1615] ||| train_loss = 0.01142 ----
---- EP [2/5] | BTCH [498/1615] ||| train_loss = 0.01131 ----
---- EP [2/5] | BTCH [499/1615] ||| train_loss = 0.01548 ----
---- EP [2/5] | BTCH [500/1615] ||| train_loss = 0.01572 ----
---- EP [2/5] | BTCH [501/1615] ||| train_loss = 0.01070 ----
---- EP [2/5] | BTCH [502/1615] ||| train_loss = 0.01508 ----
---- EP [2/5] | BTCH [503/1615] ||| train_loss = 0.00998 ----
---- EP [2/5] | BTCH [504/1615] ||| train_loss = 0.01339 ----
---- EP [2/5] | BTCH [505/1615] ||| train_loss = 0.01675 ----
---- EP [2/5] | BTCH [506/1615] ||| train_loss = 0.01691 ----
---- EP [2/5] | BTCH [507/1615] ||| train_loss = 0.00876 ----
---- EP [2/5] | BTCH [508/1615] ||| train_loss = 0.01074 ----
---- EP [2/5] | BTCH [509/1615] ||| train_loss = 0.01245 ----
---- EP [2/5] | BTCH [510/1615] ||| train_loss = 0.01162 ----
---- EP [2/5] | BTCH [511/1615] ||| train_loss = 0.00847 ----
---- EP [2/5] | BTCH [512/1615] ||| train_loss = 0.01910 ----
---- EP [2/5] | BTCH [513/1615] ||| train_loss = 0.01454 ----
---- EP [2/5] | BTCH [514/1615] ||| train_loss = 0.01200 ----
---- EP [2/5] | BTCH [515/1615] ||| train_loss = 0.01221 ----
---- EP [2/5] | BTCH [516/1615] ||| train_loss = 0.01444 ----
---- EP [2/5] | BTCH [517/1615] ||| train_loss = 0.01120 ----
---- EP [2/5] | BTCH [518/1615] ||| train_loss = 0.01380 ----
---- EP [2/5] | BTCH [519/1615] ||| train_loss = 0.00863 ----
